count,example_snippets,name,top_terms,topic_id
11829,"Grundsätzlich haben wir im Agaplesion Krankenhaus Rotenburg sehr gute Erfahrungen gemacht. Das Personal war freundlich und kompetent, insbesondere die Hebammen und die Kinderstation verdienen ausdrücklich Lob. Fünf Sterne für euch! Zwei … || Ich verstehe nicht, weshalb man hier Termine vergibt . Es werden alle nacheinander aufgerufen, diejenigen ohne Termin , kommen eher dran als wir …. Mit Termin . Bis zu 7 Stunden Wartezeiten sollten hier in Kauf genommen werden. Auch mit … || Ich war ja schon in fast 20 Krankenhäuser aber was hier abläuft ist der Oberhammer . Abreißen und Neubauen hilft wahrscheinlich auch nicht wenn die Hygiene Standards nicht eingehalten werden und sogar Leute vom Personal mit Fahrrad im …",0_und_ich_die_der,"und, ich, die, der, nicht, das, in, ist, es, zu, mit, man",0
114,"Es ist für mich immer noch nicht nachvollziehbar, warum das Klinikum hier gebaut wurde. Weit entfernt von unseren größeren Städten, so müssen viele Menschen weite Wege in Kauf nehmen. Das Klinikum ist voll auf Individualverkehr ausgelegt, das zeigt s || Parkplatzsituation mangelhaft! Keinerlei Anzeige ob Besetzt oder nicht, es wird überall geparkt, ein durchkommen ist kaum möglich, winterdienst mangelhaft. || Leider lässt der Besuch im Krankenhaus einen bitteren Nachgeschmack. Teure Parkgebühren für Patienten finde ich Asozial.",1_und_ist_die_das,"und, ist, die, das, der, nicht, parken, man, zu, es, für, parkplätze",1
